Supplier ID,Cost,Quality,Delivery time,Reliability,Flexibility,Capacity,Innovation,Reputation,Financial stability,Environmental impact,Social responsibility,Safety record,Technical expertise,Customer service,Lead time,Responsiveness,Contract terms,Diversity,Sustainability,Scalability,Supplier’s default
1326,0.564,0.121,0.163,0.449,0.625,0.522,0.383,Good,0.043,0.77,0.924,0.758,0.967,0.331,0.275,0.75,0.416,0.496,0.929,0.777,1
1327,0.529,0.935,0.654,0.364,0.048,0.761,0.634,Good,0.184,0.403,0.918,0.281,0.284,0.145,0.69,0.961,0.045,0.681,0.868,0.436,2
1328,0.813,0.81,0.434,0.223,0.457,0.922,0.438,Excellent,0.785,0.958,0.557,0.666,0.896,0.102,0.991,0.263,0.305,0.884,0.925,0.314,2
1329,0.71,0.878,0.646,0.739,0.732,0.171,,Excellent,0.408,0.553,0.472,0.864,0.424,0.743,0.621,0.405,0.312,0.34,0.938,0.886,2
1330,0.769,0.355,0.374,0.937,0.641,0.546,0.25,Good,0.922,0.593,0.126,0.241,0.465,0.818,0.834,0.178,0.06,0.039,0.11,0.242,1
1331,0.977,0.207,0.018,0.53,0.022,0.587,0.117,Average,0.035,0.675,0.997,0.202,0.283,0.925,0.358,0.332,0.818,0.391,0.276,0.434,1
1332,0.961,0.521,0.67,0.964,0.266,0.501,0.252,Average,0.312,0.513,0.014,0.371,0.082,0.685,0.384,0.268,0.272,0.556,0.23,0.564,1
1333,0.335,0.728,0.653,0.264,0.845,0.368,0.473,Average,0.174,0.393,0.481,0.427,0.572,0.303,0.754,0.12,0.686,0.921,0.681,0.266,1
1334,0.25,0.843,0.537,0.964,0.164,0.46,0.851,Excellent,0.663,0.81,0.431,0.003,0.288,0.426,0.351,0.342,0.118,0.428,0.655,0.266,2
1335,0.117,0.351,0.243,0.242,0.859,0.285,0.627,Bad,0.583,0.234,0.071,0.61,0.791,0.998,0.294,0.613,0.157,0.652,0.074,0.375,1
1336,0.585,0.675,0.88,0.176,0.141,0.576,0.948,Average,0.23,0.66,0.598,0.998,0.504,0.134,0.506,0.112,0.569,0.291,0.019,0.297,1
1337,0.443,0.386,0.567,0.4,0.818,0.119,0.678,Good,0.624,0.907,0.408,0.432,0.405,0.133,0.344,0.456,0.152,0.026,0.736,0.705,1
1338,0.425,0.366,0.312,0.92,0.581,0.749,0.457,Excellent,0.218,0.978,0.292,0.22,0.277,0.391,0.962,0.29,0.796,0.443,0.484,0.881,2
1339,0.76,0.807,0.617,0.369,0.387,0.921,0.14,Good,0.963,0.017,0.81,0.444,0.717,0.906,0.15,0.376,0.469,0.924,0.486,0.247,2
1340,0.881,0.898,0.987,0.78,0.331,0.941,0.5,Average,0.671,0.66,0.247,0.507,0.056,0.471,0.007,0.915,0.12,0.26,0.558,0.55,2
1341,0.476,0.41,0.387,0.654,0.965,0.406,0.494,Average,0.957,0.145,0.027,0.391,0.001,0.136,0.915,0.799,0.431,0.466,0.103,0.007,1
1342,0.087,0.241,0.715,0.827,0.052,0.265,0.517,Bad,0.713,0.989,0.596,0.36,0.956,0.374,0.825,0.51,0.518,0.855,0.243,0.474,1
1343,0.124,0.582,0.063,0.298,0.669,0.132,0.036,Bad,0.484,0.451,0.614,0.91,0.223,0.726,0.733,0.048,0.507,0.112,0.512,0.644,1
1344,0.379,0.048,0.487,0.342,0.961,0.894,0.028,Good,0.886,0.457,0.924,0.839,0.246,0.8,0.998,0.013,0.438,0.441,0.844,0.855,2
1345,0.6,0.9,0.815,0.545,0.948,0.414,0.984,Excellent,0.743,0.787,0.398,0.997,0.321,0.689,0.153,0.043,0.115,0.12,0.804,0.848,2
1346,0.207,0.441,0.258,0.21,0.292,0.558,0.808,Average,0.028,0.937,0.259,0.653,0.139,0.046,0.706,0.19,0.509,0.036,0.43,0.913,1
1347,0.671,0.898,0.034,0.533,0.48,0.488,0.313,Good,0.594,0.045,0.106,0.905,0.119,0.853,0.856,0.523,0.139,0.099,0.959,0.934,1
1348,0.029,0.149,0.411,0.583,0.433,0.798,0.15,Bad,0.498,0.838,0.378,0.348,0.799,0.562,1,0.471,0.338,0.863,0.347,0.77,1
1349,0.161,0.259,0.121,0.012,0.512,0.465,0.461,Average,0.073,0.345,0.389,0.799,0.417,0.794,0.792,0.739,0.764,0.53,0.418,0.333,1
1350,0.002,0.726,0.548,0.067,0.708,0.932,0.421,Excellent,0.159,0.616,0.594,0.97,0.477,0.348,0.018,0.003,0.748,0.578,0.101,0.232,1
1351,0.194,0.098,0.896,0.268,0.48,0.705,0.43,Good,0.17,0.169,0.552,0.268,0.137,0.765,0.531,0.039,0.266,0.662,0.061,0.122,1
1352,0.252,0.275,0.567,0.7,0.643,0.518,0.13,Average,0.128,0.846,0.035,0.2,0.192,0.882,0.823,0.645,0.486,0.646,0.249,0.018,1
1353,0.1,0.968,0.826,0.115,0.112,0.282,0.335,Good,0.709,0.2,0.549,0.899,0.847,0.269,0.647,0.839,0.095,0.018,0.924,0.004,1
1354,0.611,0.184,0.093,0.268,0.626,0.171,0.021,Bad,0.204,0.093,0.688,0.227,0.04,0.023,0.441,0.381,0.863,0.656,0.181,0.923,1
1355,0.109,0.187,0.815,0.502,0.935,0.816,0.238,Bad,0.081,0.45,0.609,0.878,0.261,0.251,0.185,0.461,0.761,0.242,0.372,0.832,1
1356,0.522,0.492,0.816,0.491,0.223,0.988,0.625,Excellent,0.377,0.793,0.131,0.952,0.643,0.294,0.635,0.859,0.866,0.918,0.607,0.924,1
1357,0.487,0.322,0.908,0.857,0.17,0.958,0.34,Bad,0.666,0.565,0.03,0.079,0.554,0.634,0.262,0.48,0.852,0.152,0.176,0.417,1
1358,0.749,0.143,0.449,0.744,0.236,0.774,0.502,Bad,0.798,0.963,0.069,0.702,0.905,0.788,0.149,0.115,0.169,0.432,0.854,0.212,1
1359,0.376,0.09,0.483,0.39,0.836,0.269,0.782,Good,0.442,0.942,0.328,0.901,0.427,0.531,0.419,0.221,0.613,0.295,0.609,0.408,1
1360,0.083,0.588,0.514,0.608,0.622,0.522,0.073,Good,0.914,0.813,0.074,0.458,0.769,0.132,0.398,0.93,0.529,0.14,0.402,0.038,1
1361,0.319,0.129,0.595,0.679,0.194,0.658,0.111,Average,0.655,0.071,0.452,0.399,0.185,0.877,0.52,0.165,0.377,0.757,0.591,0.928,1
1362,0.518,0.312,0.876,0.869,0.933,0.861,0.48,Bad,0.637,0.204,0.064,0.827,0.913,0.9,0.742,0.78,0.066,0.28,0.266,0.661,1
1363,0.234,0.706,0.224,0.258,0.927,0.76,0.381,Excellent,0.997,0.801,0.535,0.585,0.655,0.876,0.529,0.306,0.747,0.657,0.079,0.289,2
1364,0.352,0.405,0.627,0.774,0.748,0.271,0.241,Average,0.257,0.997,0.109,0.64,0.296,0.757,0.193,0.593,0.014,0.219,0.997,0.958,1
1365,0.059,0.56,0.635,0.213,0.881,0.419,0.253,Bad,0.327,0.297,0.364,0.537,0.469,0.582,0.492,0.022,0.461,0.86,0.721,0.503,1
1366,0.039,0.983,0.685,0.097,0.143,0.574,0.118,Excellent,0.488,0.099,0.823,0.482,0.089,0.134,0.714,0.109,0.089,0,0.61,0.08,1
1367,0.934,0.634,0.289,0.963,0.994,0.626,0.936,Excellent,0.185,0.824,0.047,0.212,0.836,0.057,0.957,0.209,0.579,0.451,0.752,0.809,2
1368,0.572,0.37,0.471,0.264,0.803,0.622,0.971,Bad,0.168,0.711,0.381,0.506,0.875,0.959,0.333,0.935,0.613,0.119,0.844,0.018,2
1369,0.894,0.055,0.161,0.716,0.47,0.735,0.936,Excellent,0.407,0.561,0.095,0.969,0.642,0.663,0.939,0.525,0.678,0.82,0.022,0.86,1
1370,0.208,0.715,0.285,0.525,0.696,0.299,0.666,Good,0.172,0.837,0.524,0.796,0.604,0.308,0.897,0.503,0.375,0.665,0.229,0.378,1
1371,0.016,0.29,0.63,0.332,0.692,0.978,0.023,Excellent,0.186,0.408,0.758,0.09,0.336,0.767,0.897,0.634,0.64,0.815,0.814,0.095,2
1372,0.855,0.536,0.992,0.994,0.314,0.163,0.103,Good,0.933,0.47,0.514,0.724,0.322,0.97,0.612,0.896,0.25,0.745,0.984,0.417,2
1373,0.577,0.895,0.359,0.944,0.754,0.519,0.091,Good,0.375,0.782,0.719,0.613,0.327,0.313,0.194,0.1,0.878,0.057,0.959,0.465,2
1374,0.789,0.574,0.051,0.449,0.225,0.32,0.06,Good,0.44,0.528,0.048,0.911,0.208,0.598,0.8,0.187,0.064,0.628,0.411,0.482,1
1375,0.789,0.615,0.4,0.8,0.4,0.805,0.953,Good,0.3,0.03,0.137,0.018,0.44,0.842,0.09,0.085,0.168,0.496,0.928,0.825,2
1376,0.189,0.052,0.998,0.225,0.852,0.544,0.277,Average,0.45,0.266,0.399,0.068,0.822,0.565,0.956,0.094,0.515,0.577,0.431,0.46,1
1377,0.973,0.576,0.649,0.47,0.212,0.329,0.43,Average,0.727,0.235,0.626,0.071,0.713,0.003,0.014,0.242,0.943,0.612,0.987,0.707,1
1378,0.531,0.405,0.155,0.935,0.042,0.231,0.531,Good,0.916,0.525,0.515,0.213,0.795,0.529,0.185,0.146,0.516,0.618,0.883,0.052,1
1379,0.898,0.112,0.183,0.801,0.879,0.881,0.334,Excellent,0.453,0.726,0.229,0.811,0.652,0.305,0.723,0.282,0.662,0.158,0.29,0.222,1
1380,0.735,0.068,0.944,0.952,0.2,0.746,0.96,Average,0.857,0.126,0.488,0.088,0.749,0.109,0.454,0.883,0.51,0.448,0.463,0.911,1
1381,0.41,0.654,0.459,0.923,0.423,0.62,0.741,Good,0.344,0.067,0.677,0.994,0.519,0.94,0.21,0.302,0.278,0.543,0.479,0.793,2
1382,0.671,0.733,0.926,0.074,0.467,0.225,0.79,Good,0.647,0.177,0.009,0.593,0.955,0.452,0.744,0.357,0.824,0.137,0.209,0.035,1
1383,0.401,0.146,0.542,0.181,0.49,0.658,0.224,Average,0.518,0.143,0.58,0.36,0.233,0.962,0.581,0.45,0.749,0.078,0.503,0.635,1
1384,0.144,0.365,0.487,0.934,0.178,0.792,0.849,Good,0.78,0.1,0.557,0.322,0.738,0.336,0.601,0.663,0.851,0.405,0.475,0.634,1
1385,0.484,0.859,0.031,0.041,0.429,0.845,0.072,Good,0.035,0.696,0.146,0.631,0.474,0.693,0.605,0.432,0.507,0.178,0.679,0.843,1
1386,0.382,0.958,0.222,0.799,0.761,0.813,0.971,Good,0.816,0.278,0.945,0.002,0.623,0.647,0.425,0.46,0.494,0.355,0.099,0.682,1
1387,0.391,0.27,0.035,0.096,0.322,0.952,0.932,Average,0.721,0.724,0.311,0.453,0.893,0.93,0.878,0.876,0.712,0.745,0.911,1,1
1388,0.18,0.426,0.646,0.45,0.738,0.054,0.733,Excellent,0.362,0.628,0.725,0.123,0.225,0.563,0.853,0.288,0.582,0.769,0.283,0.366,1
1389,0.001,0.462,0.703,0.112,0.382,0.397,0.795,Average,0.58,0.606,0.688,0.777,0.851,0.283,0.619,0.263,0.993,0.232,0.103,0.811,1
1390,0.978,0.381,0.278,0.085,0.224,0.746,0.48,Good,0.831,0.842,0.04,0.061,0.935,0.744,0.99,0.037,0.171,0.028,0.266,0.688,1
1391,0.581,0.682,0.334,0.833,0.712,0.048,0.472,Excellent,0.279,0.899,0.676,0.04,0.307,0.7,0.313,0.493,0.959,0.916,0.586,0.926,2
1392,0.874,0.588,0.308,0.196,0.04,0.672,0.548,Average,0.64,0.787,0.694,0.641,0.572,0.951,0.227,0.178,0.905,0.073,0.035,0.871,1
1393,0.366,0.641,0.681,0.285,0.768,0.666,0.601,Bad,0.719,0.661,0.116,0.21,0.658,0.774,0.578,0.793,0.135,0.021,0.799,0.621,1
1394,0.718,0.439,0.924,0.04,0.737,0.852,0.386,Bad,0.057,0.801,0.221,0.61,0.03,0.052,0.169,0.828,0.187,0.703,0.315,0.523,1
1395,0.828,0.872,0.657,0.128,0.448,0.504,0.63,Excellent,0.478,0.187,0.713,0.411,0.908,0.463,0.644,0.292,0.769,0.393,0.716,0.976,1
1396,0.713,0.554,0.163,0.841,0.886,0.303,0.341,Average,0.896,0.362,0.98,0.794,0.848,0.341,0.112,0.054,0.949,0.679,0.704,0.849,2
1397,0.116,0.085,0.37,0.869,0.201,0.99,0.467,Average,0.495,0.125,0.495,0.906,0.158,0.293,0.035,0.164,0.669,0.588,0.053,0.45,1
1398,0.009,0.372,0.373,0.617,0.974,0.104,0.26,Good,0.297,0.57,0.561,0.579,0.209,0.694,0.464,0.26,0.606,0.688,0.909,0.907,1
1399,0.506,0.225,0.805,0.484,0.218,0.655,0.241,Average,0.936,0.21,0.097,0.364,0.381,0.228,0.563,0.66,0.361,0.111,0.605,0.846,1
1400,0.362,0.256,0.232,0.796,0.245,0.534,0.54,Bad,0.219,0.179,0.832,0.218,0.629,0.31,0.541,0.483,0.665,0.391,0.057,0.373,1
1401,0.789,0.602,0.104,0.518,0.457,0.39,0.346,Bad,0.737,0.061,0.19,0.125,0.041,0.272,0.214,0.022,0.458,0.53,0.238,0.061,1
1402,0.144,0.268,0.442,0.259,0.769,0.881,0.108,Bad,0.539,0.023,0.56,0.342,0.887,0.264,0.681,0.054,0.002,0.973,0.49,0.273,1
1403,0.733,0.195,0.473,0.228,0.355,0.525,0.453,Average,0.375,0.338,0.657,0.208,0.28,0.471,0.008,0.352,0.841,0.069,0.36,0.093,1
1404,0.473,0.498,0.174,0.374,0.567,0.384,0.556,Bad,0.518,0.935,0.158,0.295,0.001,0.599,0.486,0.861,0.835,0.518,0.661,0.227,1
1405,0.467,0.477,0.709,0.247,0.158,0.164,0.078,Excellent,0.006,0.684,0.046,0.306,0.783,0.305,0.387,0.379,0.486,0.113,0.366,0.818,1
1406,0.355,0.41,0.756,0.956,0.824,0.197,0.471,Average,0.9,0.547,0.213,0.418,0.916,0.471,0.362,0.702,0.427,0.203,0.981,0.499,1
1407,0.27,0.69,0.552,0.392,0.531,0.749,0.065,Good,0.543,0.508,0.846,0.396,0.908,0.205,0.546,0.621,0.956,0.627,0.271,0.934,1
1408,0.753,0.475,0.107,0.407,0.398,0.248,0.913,Good,0.347,0.123,0.035,0.633,0.007,0.356,0.055,0.364,0.179,0.098,0.298,0.622,1
1409,0.539,0.475,0.858,0.11,0.884,0.167,0.025,Average,0.632,0.36,0.501,0.677,0.089,0.573,0.828,0.624,0.586,0.296,0.199,0.116,1
1410,0.519,0.425,0.113,0.271,0.617,0.216,0.721,Average,0.959,0.231,0.322,0.999,0.341,0.748,0.898,0.287,0.857,0.706,0.776,0.654,1
1411,0.807,0.597,0.77,0.255,0.631,0.699,0.905,Excellent,0.344,0.575,0.847,0.146,0.542,0.042,0.687,0.064,0.501,0.389,0.015,0.99,1
1412,0.214,0.264,0.012,0.595,0.748,0.512,0.522,Good,0.665,0.647,0.99,0.802,0.526,0.007,0.57,0.494,0.117,0.827,0.908,0.25,1
1413,0.942,0.959,0.986,0.986,0.127,0.092,0.047,Good,0.469,0.21,0.722,0.182,0.908,0.018,0.705,0.081,0.154,0.289,0.945,0.891,2
1414,0.184,0.293,0.789,0.457,0.053,0.901,0.981,Good,0.095,0.276,0.63,0.065,0.558,0.542,0.069,0.07,0.441,0.322,0.153,0.637,1
1415,0.519,0.724,0.639,0.973,0.683,0.876,0.886,Average,0.485,0.956,0.637,0.266,0.959,0.682,0.068,0.282,0.758,0.702,0.743,0.072,2
1416,0.36,0.784,0.963,0.338,0.864,0.671,0.028,Excellent,0.291,0.735,0.648,0.265,0.014,0.742,0.493,0.027,0.19,0.144,0.41,0.977,1
1417,0.979,0.472,0.865,0.675,0.786,0.358,0.169,Excellent,0.221,0.291,0.875,0.977,0.183,0.16,0.558,0.994,0.235,0.669,0.061,0.765,2
1418,0.01,0.446,0.315,0.618,0.351,0.273,0.149,Good,0.64,0.874,0.367,0.408,0.111,0.276,0.439,0.127,0.919,0.968,0.722,0.776,1
1419,0.51,0.394,0.67,0.255,0.885,0.339,0.234,Average,0.529,0.644,0.582,0.281,0.169,0.174,0.509,0.518,0.003,0.742,0.893,0.562,1
1420,0.711,0.312,0.8,0.186,0.855,0.891,0.439,Excellent,0.705,0.26,0.193,0.685,0.228,0.903,0.255,0.676,0.047,0.87,0.19,0.41,2
1421,0.931,0.972,0.95,0.764,0.234,0.665,0.944,Excellent,0.978,0.263,0.529,0.779,0.777,0.126,0.328,0.712,0.305,0.294,0.383,0.518,2
1422,0.003,0.177,0.563,0.46,0.927,0.732,0.465,Excellent,0.986,0.993,0.013,0.755,0.762,0.508,0.584,0.031,0.98,0.506,0.62,0.866,1
1423,0.868,0.799,0.243,0.035,0.103,0.505,0.711,Bad,0.588,0.172,0.71,0.294,0.257,0.836,0.92,0.624,0.758,0.734,0.535,0.272,1
1424,0.054,0.881,0.68,0.875,0.12,0.482,0.831,Bad,0.65,0.228,0.612,0.599,0.953,0.657,0.1,0.017,0.337,0.619,0.751,0.571,1
1425,0.011,0.378,0.926,0.204,0.363,0.163,0.487,Bad,0.01,0.678,0.147,0.886,0.668,0.767,0.251,0.661,0.288,0.074,0.569,0.208,1
1426,0.189,0.542,0.315,0.181,0.864,0.914,0.175,Good,0.234,0.009,0.859,0.442,0.288,0.953,0.84,0.817,0.369,0.131,0.318,0.278,1
1427,0.247,0.419,0.67,0.184,0.399,0.113,0.391,Average,0.727,0.328,0.696,0.267,0.797,0.536,0.482,0.589,0.555,0.122,0.38,0.67,1
1428,0.882,0.958,0.132,0.728,0.228,0.675,0.472,Bad,0.016,0.816,0.034,0.216,0.274,0.186,0.05,0.964,0.366,0.029,0.898,0.847,1
1429,0.467,0.605,0.591,0.517,0.247,0.471,0.979,Excellent,0.744,0.153,0.393,0.426,0.071,0.934,0.05,0.349,0.163,0.879,0.708,0.956,2
1430,0.393,0.01,0.997,0.012,0.031,0.665,0.239,Excellent,0.1,0.708,0.322,0.94,0.828,0.807,0.824,0.507,0.257,0.327,0.498,0.362,1
1431,0.156,0.421,0.255,0.987,0.02,0.831,0.218,Bad,0.355,0.54,0.658,0.735,0.2,0.255,0.696,0.195,0.108,0.82,0.942,0.796,1
1432,0.614,0.667,0.764,0.75,0.547,0.733,0.277,Bad,0.285,0.573,0.478,0.061,0.857,0.09,0.269,0.383,0.079,0.544,0.093,0.506,1
1433,0.803,0.918,0.601,0.598,0.821,0.236,0.054,Excellent,0.52,0.71,0.639,0.767,0.055,0.993,0.176,0.966,0.516,0.318,0.468,0.09,2
1434,0.294,0.795,0.441,0.67,0.895,0.264,0.377,Average,0.93,0.562,0.192,0.957,0.12,0.776,0.214,0.112,0.885,0.229,0.033,0.189,1
1435,0.788,0.851,0.765,0.117,0.754,0.297,0.058,Good,0.016,0.533,0.126,0.26,0.279,0.064,0.364,0.071,0.261,0.932,0.193,0.358,1
1436,0.036,0.758,0.518,0.771,0.172,0.226,0.226,Average,0.308,0.551,0.933,0.088,0.369,0.825,0.797,0.055,0.161,0.965,0.564,0.575,1
1437,0.844,0.5,0.257,0.375,0.358,0.087,0.772,Average,0.885,0.355,0.596,0.78,0.064,0.369,0.713,0.957,0.992,0.922,0.355,0.386,1
1438,0.664,0.984,0.201,0.46,0.942,0.36,0.813,Average,0.876,0.143,0.834,0.687,0.483,0.834,0.92,0.095,0.155,0.2,0.613,0.182,1
1439,0.751,0.434,0.289,0.755,0.286,0.536,0.299,Bad,0.377,0.166,0.197,0.938,0.933,0.119,0.973,0.432,0.553,0.208,0.705,0.35,1
1440,0.697,0.089,0.792,0.722,0.025,0.168,0.451,Good,0.716,0.96,0.557,0.843,0.859,0.279,0.571,0.821,0.548,0.753,0.402,0.75,2
1441,0.764,0.886,0.013,0.276,0.35,0.476,0.779,Good,0.124,0.564,0.275,0.307,0.626,0.611,0.226,0.893,0.779,0.865,0.902,0.889,2
1442,0.42,0.279,0.463,0.462,0.894,0.982,0.708,Bad,0.14,0.031,0.819,0.851,0.039,0.497,0.929,0.436,0.775,0.361,0.76,0.547,1
1443,0.076,0.278,0.817,0.322,0.949,0.118,0.267,Excellent,0.835,0.745,0.929,0.732,0.197,0.947,0.423,0.623,0.184,0.963,0.937,0.504,2
1444,0.149,0.486,0.797,0.595,0.229,0.382,0.135,Good,0.061,0.642,0.569,0.575,0.998,0.644,0.385,0.748,0.319,0.453,0.523,0.369,2
1445,0.697,0.064,0.294,0.833,0.021,0.258,0.647,Excellent,0.863,0.651,0.182,0.568,0.685,0.757,0.981,0.777,0.544,0.945,0.075,0.983,2
1446,0.148,0.78,0.374,0.486,0.979,0.703,0.59,Good,0.507,0.206,0.538,0.67,0.106,0.632,0.834,0.082,0.189,0.211,0.496,0.459,1
1447,0.477,0.537,0.251,0.748,0.098,0.811,0.185,Good,0.631,0.783,0.292,0.629,0.653,0.102,0.327,0.484,0.066,0.314,0.285,0.794,1
1448,0.77,0.236,0.958,0.675,0.655,0.523,0.469,Excellent,0.406,0.627,0.677,0.511,0.405,0.144,0.494,0.204,0.27,0.903,0.894,0.256,2
1449,0.519,0.223,0.179,0.313,0.064,0.656,0.509,Bad,0.504,0.965,0.122,0.712,0.568,0.354,0.587,0.486,0.403,0.049,0.335,0.126,1
1450,0.891,0.249,0.447,0.221,0.872,0.452,0.308,Excellent,0.929,0.919,0.511,0.002,0.028,0.858,0.261,0.117,0.216,0.671,0.308,0.704,1
1451,0.68,0.639,0.661,0.867,0.735,0.535,0.416,Bad,0.297,0.157,0.271,0.675,0.057,0.358,0.799,0.382,0.826,0.775,0.726,0.962,1
1452,0.375,0.258,0.779,0.884,0.213,0.101,0.187,Excellent,0.604,0.268,0.548,0.489,0.045,0.362,0.014,0.447,0.978,0.919,0.741,0.293,1
1453,0.622,0.685,0.427,0.067,0.986,0.363,0.992,Bad,0.429,0.537,0.948,0.022,0.631,0.249,0.801,0.76,0.061,0.367,0.362,0.215,1
1454,0.432,0.51,0.854,0.504,0.519,0.172,0.844,Good,0.708,0.994,0.022,0.019,0.407,0.192,0.844,0.482,0.125,0.432,0.88,0.42,1
1455,0.878,0.899,0.039,0.697,0.193,0.673,0.514,Good,0.013,0.504,0.099,0.736,0.087,0.157,0.489,0.854,0.204,0.466,0.167,0.452,1
1456,0.269,0.372,0.727,0.963,0.595,0.303,0.34,Excellent,0.272,0.537,0.854,0.723,0.002,0.746,0.784,0.846,0.915,0.018,0.496,0.879,2
1457,0.805,0.899,0.001,0.388,0.216,0.804,0.597,Good,0.898,0.556,0.043,0.263,0.956,0.328,0.8,0.808,0.551,0.921,0.983,0.527,1
1458,0.093,0.749,0.177,0.056,0.534,0.519,0.225,Bad,0.744,0.796,0.564,0.827,0.744,0.067,0.671,0.61,0.331,0.45,0.188,0.107,1
1459,0.804,0.788,0.898,0.129,0.92,0.937,0.738,Excellent,0.29,0.144,0.42,0.482,0.874,0.816,0.754,0.77,0.633,0.872,0.782,0.2,2
1460,0.376,0.195,0.364,0.743,0.168,0.568,0.619,Bad,0.889,0.838,0.375,0.004,0.293,0.045,0.309,0.529,0.958,0.259,0.881,0.8,1
1461,0.208,0.461,0.516,0.557,0.042,0.645,0.174,Bad,0.884,0.517,0.478,0.309,0.104,0.528,0.709,0.03,0.881,0.307,0.756,0.98,1
1462,0.174,0.059,0.414,0.22,0.983,0.44,0.113,Excellent,0.307,0.445,0.964,0.791,0.921,0.134,0.48,0.472,0.112,0.826,0.679,0.372,1
1463,0.32,0.755,0.048,0.893,0.371,0.316,0.114,Bad,0.014,0.749,0.622,0.5,0.018,0.532,0.577,0.132,0.427,0.442,0.733,0.607,1
1464,0.052,0.376,0.896,0.51,0.791,0.266,0.506,Good,0.145,0.572,0.519,0.908,0.956,0.789,0.912,0.279,0.538,0.938,0.587,0.602,2
1465,0.073,0.315,0.076,0.368,0.928,0.183,0.21,Excellent,0.655,0.301,0.966,0.761,0.896,0.767,0.314,0.809,0.893,0.01,0.944,0.597,1
1466,0.034,0.519,0.008,0.567,0.204,0.608,0.898,Good,0.844,0.013,0.09,0.943,0.354,0.92,0.389,0.955,0.384,0.438,0.973,0.741,1
1467,0.371,0.401,0.666,0.643,0.64,0.41,0.757,Average,0.522,0.19,0.052,0.29,0.126,0.677,0.786,0.512,0.546,0.891,0.492,0.081,1
1468,0.218,0.748,0.617,0.251,0.988,0.599,0.857,Excellent,0.289,0.99,0.815,0.909,0.033,0.784,0.454,0.656,0.603,0.469,0.881,0.481,2
1469,0.62,0.875,0.179,0.973,0.432,0.695,0.471,Average,0,0.937,0.955,0.411,0.589,0.157,0.78,0.032,0.23,0.323,0.576,0.564,2
1470,0.166,0.378,0.624,0.16,0.013,0.273,0.24,Average,0.532,0.033,0.664,0.384,0.527,0.164,0.071,0.013,0.776,0.156,0.957,0.587,1
1471,0.641,0.797,0.134,0.914,0.662,0.719,0.469,Excellent,0.439,0.452,0.108,0.197,0.571,0.949,0.35,0.917,0.434,0.693,0.626,0.055,2
1472,0.228,0.658,0.111,0.019,0.851,0.803,0.978,Average,0.231,0.695,0.176,0.871,0.984,0.585,0.521,0.105,0.107,0.825,0.858,0.092,1
1473,0.13,0.063,0.726,0.518,0.862,0.531,0.721,Bad,0.171,0.492,0.233,0.769,0.229,0.114,0.349,0.599,0.181,0.109,0.185,0.661,1
1474,0.482,0.273,0.604,0.047,0.962,0.142,0.324,Excellent,0.84,0.634,0.604,0.027,0.853,0.304,0.649,0.217,0.484,0.507,0.547,0.468,1
1475,0.6,0.12,0.905,0.684,0.153,0.175,0.43,Excellent,0.782,0.231,0.996,0.74,0.726,0.452,0.943,0.457,0.24,0.377,0.598,0.913,2
1476,0.783,0.426,0.018,0.291,0.112,0.87,0.586,Average,0.947,0.129,0.593,0.716,0.936,0.446,0.848,0.374,0.315,0.749,0.495,0.14,1
1477,0.08,0.364,0.405,0.193,0.981,0.796,0.052,Good,0.64,0.641,0.143,0.783,0.191,0.574,0.421,0.871,0.501,0.98,0.691,0.122,1
1478,0.715,0.431,0.464,0.441,0.389,0.617,0.772,Good,0.208,0.401,0.916,0.621,0.98,0.471,0.427,0.929,0.464,0.048,0.619,0.301,1
1479,0.518,0.202,0.644,0.573,0.098,0.446,0.169,Excellent,0.76,0.405,0.179,0.547,0.097,0.605,0.952,0.601,0.181,0.164,0.132,0.891,1
1480,0.251,0.083,0.189,0.691,0.552,0.103,0.643,Bad,0.217,0.215,0.631,0.133,0.488,0.184,0.13,0.855,0.341,0.366,0.392,0.63,1
1481,0.13,0.264,0.068,0.51,0.405,0.568,0.349,Bad,0.893,0.537,0.246,0.049,0.701,0.467,0.665,0.492,0.411,0.274,0.727,0.113,1
1482,0.919,0.357,0.891,0.494,0.685,0.768,0.483,Average,0.184,0.176,0.996,0.081,0.212,0.564,0.326,0.257,0.059,0.177,0.06,0.206,1
1483,0.669,0.265,0.893,0.041,0.033,0.356,0.182,Bad,0.85,0.347,0.406,0.874,0.877,0.938,0.982,0.061,0.132,0.069,0.47,0.29,1
1484,0.834,0.655,0.211,0.684,0.832,0.757,0.966,Good,0.768,0.62,0.511,0.234,0.155,0.158,0.487,0.58,0.617,0.971,0.35,0.901,2
1485,0.273,0.967,0.373,0.882,0.344,0.155,0.923,Good,0.022,0.453,0.757,0.822,0.727,0.949,0.11,0.754,0.836,0.815,0.406,0.107,2
1486,0.264,0.591,0.995,0.574,0.864,0.042,0.051,Excellent,0.648,0.789,0.762,0.613,0.654,0.757,0.584,0.042,0.406,0.905,0.048,0.413,2
1487,0.356,0.638,0.464,0.841,0.554,0.698,0.134,Good,0.91,0.679,0.707,0.42,0.661,0.022,0.653,0.158,0.16,0.221,0.478,0.74,1
1488,0.12,0.348,0.025,0.475,0.667,0.891,0.668,Good,0.2,0.775,0.5,0.033,0.972,0.275,0.449,0.585,0.533,0.139,0.969,0.534,1
